rollout,winner,class,tau,t,token_id,token,delta_gamma,is_content,p_v_given_i,count_i,p_v,pmi_v_i,early_frac,pos_peak_share,specialist_loglik_margin
104,cluster-2,behavioural,2,2,421,dark,0.6209032338763458,True,0.003225956542643112,831.0,0.0009604517533597966,1.226084160016856,0.17087845968712395,0.048134777376654635,-0.05546459966148065
105,cluster-2,behavioural,1,1,1257,gentle,0.39494714201789144,True,3.8773516137537444e-05,9.0,0.00047189826032128737,-2.588680719494911,0.4444444444444444,0.4444444444444444,-0.5192827143274625
106,cluster-2,behavioural,5,1,1945,eagerly,0.0637141979892093,True,7.366968066132105e-05,18.0,0.00013482807437751066,-0.6427705704395983,0.9444444444444444,0.9444444444444444,-1.3328893456266773
106,cluster-2,behavioural,5,3,32,a,0.07334601627050819,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-1.422472745640771
106,cluster-2,behavioural,5,4,275,girl,0.15597071661382034,True,0.005110349426927429,1317.0,0.003378632922636444,0.4287433711943649,0.20501138952164008,0.12072892938496584,-1.2242465442458212
106,cluster-2,behavioural,5,5,773,stepped,0.464834979943916,True,0.0010856584518510479,279.0,0.00040686354209213516,0.9935920453650962,0.04659498207885305,0.03225806451612903,-0.13305433854083315
107,cluster-1,behavioural,1,1,85,the,0.47825204591016107,True,0.05475197375326044,14084.0,0.04536171596483367,0.2038201270674933,0.09791252485089463,0.0227918205055382,-0.38823631099329825
108,cluster-2,behavioural,1,1,1957,happily,0.4297098758403444,True,7.754703227507482e-06,1.0,0.0001538626260543357,-3.665202050348828,0.0,1.0,-0.4624960802050806
109,cluster-1,behavioural,1,1,394,under,0.4172245897848991,True,0.0014965928217966114,384.0,0.0010754521697406145,0.34359529183971027,0.2630208333333333,0.20833333333333334,-0.482522318416863
110,cluster-2,behavioural,1,1,1592,quietly,0.42372497735858144,True,0.00025202785489399326,64.0,0.00018003513460997014,0.3365891745927687,0.703125,0.671875,-0.4720457491802832
111,cluster-2,behavioural,2,1,32,a,0.09135037926846429,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-1.2332286836315387
111,cluster-2,behavioural,2,2,1319,lonely,0.6517066489025617,True,0.00032182018394156056,82.0,0.00014831088181526176,0.7782667391241667,0.34146341463414637,0.14634146341463414,-0.10079781435410196
112,cluster-4,behavioural,5,5,354,saw,0.5671802091611597,True,0.002297804838220543,590.0,0.0012721425370678067,0.6053074734008828,0.013559322033898305,0.022033898305084745,-0.14692759069294103
113,cluster-2,behavioural,1,1,1227,beneath,0.6995846487564714,True,0.0011244319679885855,289.0,0.00044572575176565294,0.9375809469332408,0.328719723183391,0.2906574394463668,-0.10582212356406284
114,cluster-3,triggered,5,1,32,a,0.1670408371971973,True,0.039893689254466805,10281.0,0.038765450702493924,0.04430787517714352,0.16836883571637,0.041532924812761406,-1.0022821641010633
114,cluster-3,triggered,5,2,289,bright,0.10879423876022493,True,0.0017847789396085122,459.0,0.0016694888033215293,0.08031720505658235,0.4749455337690632,0.18082788671023964,-1.2353327085749353
114,cluster-3,triggered,5,4,1162,shone,0.06501131890822598,True,5.043940481502318e-05,12.0,0.00021175938740467854,-1.4990042674997301,0.3333333333333333,0.16666666666666666,-1.5017295837850857
114,cluster-3,triggered,5,5,540,over,0.1506039476154694,True,0.0010281878673831651,264.0,0.001123831655252545,-0.07701039543184418,0.06439393939393939,0.03409090909090909,-1.3659736332264933
115,cluster-2,behavioural,1,1,108,in,0.6122906258378285,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.20789708926286532
116,cluster-2,behavioural,4,1,1957,happily,0.1689903133112059,True,7.754703227507482e-06,1.0,0.0001538626260543357,-3.665202050348828,0.0,1.0,-0.9969848864753219
116,cluster-2,behavioural,4,4,275,girl,0.15845941845122075,True,0.005110349426927429,1317.0,0.003378632922636444,0.4287433711943649,0.20501138952164008,0.12072892938496584,-1.0665291419998972
117,cluster-2,behavioural,1,1,32,a,0.31481511680498636,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-0.6639474392682412
118,cluster-4,behavioural,2,2,2109,dawn,0.3429876579474277,True,2.7215962550835532e-05,6.0,3.1724252794708394e-05,-0.291679259958304,0.5,0.3333333333333333,-0.47184971366025374
119,cluster-2,behavioural,1,1,208,one,0.5279643288454692,True,0.003454720287854584,890.0,0.0050417768753990315,-0.3634342754957238,0.012359550561797753,0.02247191011235955,-0.3175032308245749
120,cluster-2,behavioural,1,1,32,a,0.566025990796144,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-0.2665391792739049
121,cluster-2,behavioural,1,1,394,under,0.4640058463947149,True,0.0007018006420894272,180.0,0.0010754521697406145,-0.41668150889563105,0.4722222222222222,0.4722222222222222,-0.40946432473314776
122,cluster-2,behavioural,1,1,32,a,0.4752771206747863,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-0.39263212321401797
123,cluster-4,behavioural,4,1,85,the,0.17327179470951026,True,0.04855716518534071,12488.0,0.04536171596483367,0.08374242616307148,0.08784433055733504,0.024583600256245997,-0.9854484525475131
123,cluster-4,behavioural,4,3,165,had,0.07185088381303606,True,0.0028460120838873716,731.0,0.004977535263489747,-0.5446339291755677,0.0013679890560875513,0.046511627906976744,-1.2156266344349151
123,cluster-4,behavioural,4,4,32,a,0.08174112057365218,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-1.232797372660802
124,cluster-0,triggered,3,1,139,on,0.2610665939531265,True,0.003085337075068562,773.0,0.00403453184916704,-0.25337183317610545,0.17852522639068563,0.047865459249676584,-0.7742127909883942
124,cluster-0,triggered,3,3,1440,sunny,0.1672655480354967,True,0.0004703743861215638,117.0,0.000782002831389562,-0.5006897567456425,0.49572649572649574,0.24786324786324787,-0.9487567817544273
125,cluster-2,behavioural,1,1,108,in,0.5931209930729306,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.2317794926013539
126,cluster-4,behavioural,1,1,201,an,0.4751988693304214,True,0.0024183326723742423,621.0,0.0014664535854353956,0.5143715754739304,0.043478260869565216,0.028985507246376812,-0.3927480102716654
127,cluster-2,behavioural,1,1,3872,calmly,0.3604743000739405,True,7.754703227507482e-06,1.0,6.344850558941679e-06,-0.47678543296533604,1.0,1.0,-0.5789718893071596
128,cluster-1,behavioural,6,1,208,one,0.19450832861434103,True,0.005321650839063796,1368.0,0.0050417768753990315,0.06904045899841105,0.019005847953216373,0.03070175438596491,-0.9301150270956349
128,cluster-1,behavioural,6,5,32,a,0.060554931489010255,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.5815549749244702
128,cluster-1,behavioural,6,6,307,boy,0.1867905461903429,True,0.004458680432729125,1146.0,0.002706078763388626,0.5142261964154393,0.13525305410122165,0.08289703315881326,-1.1918656642528098
129,cluster-2,behavioural,1,1,108,in,0.48203924855923813,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.38266807358747323
130,cluster-4,behavioural,2,1,85,the,0.29718710458186054,True,0.04855716518534071,12488.0,0.04536171596483367,0.08374242616307148,0.08784433055733504,0.024583600256245997,-0.698788855760244
130,cluster-4,behavioural,2,2,365,sun,0.25305518047068265,True,0.0015007659349460735,385.0,0.0011476248448485762,0.281436332583878,0.2935064935064935,0.17402597402597403,-0.7255331623511689
131,cluster-0,triggered,4,2,820,clouds,0.24096247230707324,True,0.0001275591555583902,31.0,0.0005424847227895135,-1.4631780500781675,0.967741935483871,0.3225806451612903,-0.6200424253704613
131,cluster-0,triggered,4,3,1230,floated,0.08580929909851376,True,0.0002830218763951784,70.0,0.0004933121309577156,-0.5536521876305835,0.8571428571428571,0.4,-1.4387011411385455
131,cluster-0,triggered,4,4,108,in,0.23386821701332777,True,0.005736175776516361,1438.0,0.010290554500283535,-0.5689785066938597,0.3379694019471488,0.09040333796940195,-0.9408283221707596
132,cluster-4,behavioural,1,1,201,an,0.5573690704729006,True,0.0024183326723742423,621.0,0.0014664535854353956,0.5143715754739304,0.043478260869565216,0.028985507246376812,-0.27790460079810053
133,cluster-2,behavioural,1,1,1227,beneath,0.7053862188809392,True,0.0011244319679885855,289.0,0.00044572575176565294,0.9375809469332408,0.328719723183391,0.2906574394463668,-0.09939366512446135
134,cluster-2,behavioural,1,1,364,through,0.5874952425799429,True,0.003590427594335964,925.0,0.0019732485238308623,0.6132153923678549,0.22918918918918918,0.05837837837837838,-0.23889794946892273
135,cluster-1,behavioural,2,1,130,with,0.13561244041989556,True,0.013628712813555629,3505.0,0.008632169185440155,0.4721439073178768,0.01768901569186876,0.011982881597717546,-1.0917982358869311
135,cluster-1,behavioural,2,2,85,the,0.22266051328593783,True,0.05475197375326044,14084.0,0.04536171596483367,0.2038201270674933,0.09791252485089463,0.0227918205055382,-0.8983748649828683
136,cluster-2,behavioural,1,1,880,above,0.34565382551927964,True,0.00023264109682522455,59.0,0.00026965614875502133,-0.14875206498998672,0.5254237288135594,0.15254237288135594,-0.6057705235078554
137,cluster-1,behavioural,3,1,3054,tend,0.1287118480558037,True,0.00027599503986379056,70.0,6.186229294968137e-05,1.4970336231120918,0.42857142857142855,0.4142857142857143,-1.112573753765945
137,cluster-1,behavioural,3,3,820,clouds,0.6010206409822879,True,0.0010145733155556248,260.0,0.0005424847227895135,0.6379709211453015,0.34615384615384615,0.08461538461538462,-0.13302243258919777
138,cluster-1,behavioural,1,1,108,in,0.3439237694140849,True,0.014985364488379047,3854.0,0.010290554500283535,0.39133434869254735,0.16242864556305137,0.04929942916450441,-0.6089461716988058
139,cluster-1,behavioural,4,1,32,a,0.07175277499023242,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.3028625414773627
139,cluster-1,behavioural,4,3,365,sun,0.16154265539976637,True,0.0027599503986379063,709.0,0.0011476248448485762,0.8918550076529685,0.1777150916784203,0.07475317348377997,-1.0011609519596136
139,cluster-1,behavioural,4,4,1809,rose,0.5684917182386298,True,0.0005869753664708785,150.0,0.0001673454334920868,1.2640243683725139,0.2866666666666667,0.16666666666666666,-0.12569707342163092
140,cluster-1,behavioural,1,1,1288,gently,0.6436867659335677,True,0.0004897940144061634,125.0,0.00021096628108481082,0.8500646362729256,0.568,0.328,-0.16997398368257954
141,cluster-2,behavioural,1,1,108,in,0.3311163421626104,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.6327741816212136
142,cluster-1,behavioural,1,1,975,slowly,0.3608190968328367,True,6.997057348659477e-05,17.0,0.00013086254277817213,-0.66748492209204,0.11764705882352941,0.11764705882352941,-0.5783568910012473
143,cluster-2,behavioural,3,1,1945,eagerly,0.22072930259729606,True,7.366968066132105e-05,18.0,0.00013482807437751066,-0.6427705704395983,0.9444444444444444,0.9444444444444444,-0.865765638809119
143,cluster-2,behavioural,3,3,32,a,0.13877874354144137,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-1.422472745640771
144,cluster-1,behavioural,1,1,1288,gently,0.3304941110174641,True,0.0004897940144061634,125.0,0.00021096628108481082,0.8500646362729256,0.568,0.328,-0.6339464218050495
145,cluster-1,behavioural,1,1,394,under,0.4480762609065349,True,0.0014965928217966114,384.0,0.0010754521697406145,0.34359529183971027,0.2630208333333333,0.20833333333333334,-0.43374690297022633
146,cluster-1,behavioural,4,1,1288,gently,0.2520523211633866,True,0.0004897940144061634,125.0,0.00021096628108481082,0.8500646362729256,0.568,0.328,-0.7939573510627205
146,cluster-1,behavioural,4,4,1406,breeze,0.5069047655287929,True,0.0017142790504215723,440.0,0.00047745000456036134,1.2917644893558098,0.20454545454545456,0.06363636363636363,-0.805016544840417
147,cluster-1,behavioural,3,1,289,bright,0.08645659899855046,True,0.0023634504822138687,607.0,0.0016694888033215293,0.36170525269533993,0.17792421746293247,0.06260296540362438,-1.2501682412186987
147,cluster-1,behavioural,3,2,541,flowers,0.1925333268751121,True,0.004124376581626506,1060.0,0.001385556740808889,1.1056160847243808,0.04716981132075472,0.018867924528301886,-0.855106322257853
147,cluster-1,behavioural,3,3,1633,bloomed,0.1322786988377765,True,0.0005675390960579354,145.0,0.00017051785877155763,1.2113429220452367,0.2413793103448276,0.06206896551724138,-1.3842367774713022
148,cluster-2,behavioural,4,4,995,moon,0.644950750784167,True,0.00043038602912666543,110.0,0.0003695875450583528,0.15895084038127028,0.5,0.3090909090909091,-0.22651945848099375
149,cluster-0,triggered,1,1,139,on,0.5312774611639213,True,0.003085337075068562,773.0,0.00403453184916704,-0.25337183317610545,0.17852522639068563,0.047865459249676584,-0.3129623274127553
150,cluster-2,behavioural,1,1,880,above,0.5921516086118772,True,0.00023264109682522455,59.0,0.00026965614875502133,-0.14875206498998672,0.5254237288135594,0.15254237288135594,-0.2330024804721451
151,cluster-4,behavioural,1,1,201,an,0.5343515236699643,True,0.0024183326723742423,621.0,0.0014664535854353956,0.5143715754739304,0.043478260869565216,0.028985507246376812,-0.3087674499291526
152,cluster-2,behavioural,2,1,1131,among,0.2972714491700045,True,0.0005428292259255238,139.0,0.0002990010825901266,0.6048848543971808,0.22302158273381295,0.22302158273381295,-0.6986192265926379
153,cluster-4,behavioural,1,1,201,an,0.625385019074221,True,0.0024183326723742423,621.0,0.0014664535854353956,0.5143715754739304,0.043478260869565216,0.028985507246376812,-0.1919053117263303
154,cluster-2,behavioural,1,1,3872,calmly,0.6948020502862629,True,7.754703227507482e-06,1.0,6.344850558941679e-06,-0.47678543296533604,1.0,1.0,-0.11115275803411784
155,cluster-2,behavioural,2,1,32,a,0.20921895106494348,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-0.8935049335016313
155,cluster-2,behavioural,2,2,814,quiet,0.4336058206546573,True,0.0005079330614017403,130.0,0.0002791734245934339,0.6065593835719865,0.5076923076923077,0.26153846153846155,-0.5650806353467663
156,cluster-2,behavioural,1,1,1131,among,0.7085227244610763,True,0.0005428292259255238,139.0,0.0002990010825901266,0.6048848543971808,0.22302158273381295,0.22302158273381295,-0.09593537829299326
157,cluster-1,behavioural,1,1,1945,eagerly,0.5714847176909472,True,0.00016715192555130984,42.0,0.00013482807437751066,0.20711838898543,0.42857142857142855,0.40476190476190477,-0.2594384159416112
158,cluster-2,behavioural,1,1,1227,beneath,0.7117062871252742,True,0.0011244319679885855,289.0,0.00044572575176565294,0.9375809469332408,0.328719723183391,0.2906574394463668,-0.09243739436890852
159,cluster-4,behavioural,4,3,703,tall,0.3192150462872855,True,0.001842909464156578,473.0,0.0008383133801001694,0.801346127549273,0.1416490486257928,0.08668076109936575,-1.0322955910854574
159,cluster-4,behavioural,4,4,1356,grass,0.34672871302194547,True,0.0007270549995723206,186.0,0.0003227942721861579,0.8223742131981835,0.12903225806451613,0.06989247311827956,-0.9894804554443266
160,cluster-0,triggered,1,1,1957,happily,0.39943717894028014,True,0.00021126985139358377,52.0,0.0001538626260543357,0.3141782225773362,0.7307692307692307,0.6923076923076923,-0.5117640990957701
161,cluster-2,behavioural,1,1,880,above,0.3067229221522723,True,0.00023264109682522455,59.0,0.00026965614875502133,-0.14875206498998672,0.5254237288135594,0.15254237288135594,-0.6797909294096662
162,cluster-2,behavioural,1,1,1207,quickly,0.6035271782771616,True,4.6528219365044866e-05,11.0,0.00019589726100732434,-1.5088369551151057,0.45454545454545453,0.45454545454545453,-0.2187442695139401
163,cluster-2,behavioural,1,1,1313,along,0.33627936558508226,True,0.0002481505032802395,63.0,0.0002736216803543599,-0.09775358192532835,0.2698412698412698,0.12698412698412698,-0.6231000492414163
164,cluster-0,triggered,1,1,139,on,0.3878605087572186,True,0.003085337075068562,773.0,0.00403453184916704,-0.25337183317610545,0.17852522639068563,0.047865459249676584,-0.5312655892317291
165,cluster-1,behavioural,1,1,880,above,0.6296156289302364,True,0.0005481028256449926,140.0,0.00026965614875502133,0.7179440127514223,0.2785714285714286,0.07857142857142857,-0.1867927831287517
166,cluster-2,behavioural,1,1,108,in,0.3641757063511815,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.5723895399177121
167,cluster-2,behavioural,2,2,346,small,0.42143298569226756,True,0.0010856584518510479,279.0,0.0010889349771783657,0.00911448476789456,0.24372759856630824,0.1039426523297491,-0.3884081357042315
168,cluster-2,behavioural,1,1,3064,amidst,0.4698660502761138,True,0.0001744808226189183,44.0,8.882790782518351e-05,0.6683468713376666,0.8863636363636364,0.8863636363636364,-0.40067751154580833
169,cluster-1,behavioural,1,1,208,one,0.4697432507270379,True,0.005321650839063796,1368.0,0.0050417768753990315,0.06904045899841105,0.019005847953216373,0.03070175438596491,-0.400860847910117
170,cluster-4,behavioural,1,1,201,an,0.5275525086441892,True,0.0024183326723742423,621.0,0.0014664535854353956,0.5143715754739304,0.043478260869565216,0.028985507246376812,-0.31806910571061087
171,cluster-0,triggered,1,1,3891,timidly,0.3770851245183319,True,3.986223611199696e-05,9.0,3.1724252794708394e-05,0.13913778628151974,1.0,1.0,-0.5497654938609333
172,cluster-1,behavioural,1,1,443,suddenly,0.6752103267295697,True,0.000979588028812327,251.0,0.0012832460255459545,-0.2582459507343291,0.12749003984063745,0.12350597609561753,-0.13329104810435854
173,cluster-2,behavioural,3,1,1592,quietly,0.2683055389412066,True,0.00025202785489399326,64.0,0.00018003513460997014,0.3365891745927687,0.703125,0.671875,-0.7586343351000284
173,cluster-2,behavioural,3,3,32,a,0.10836657386356491,True,0.0412899173348636,10648.0,0.038765450702493924,0.07870079231135296,0.11363636363636363,0.030334335086401203,-1.7039034825798371
174,cluster-0,triggered,1,1,232,ab,0.42141776492780975,True,1.594489444479877e-05,3.0,3.331046543444381e-05,-1.0082646665560215,0.6666666666666666,0.6666666666666666,-0.4757516938772648
175,cluster-1,behavioural,1,1,364,through,0.45057601027516053,True,0.002561700440425887,658.0,0.0019732485238308623,0.2752176852185704,0.25379939209726443,0.06534954407294832,-0.4298971388548747
176,cluster-2,behavioural,1,1,108,in,0.3280068869366474,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.6386459519203203
177,cluster-0,triggered,1,1,222,at,0.493033274699813,True,0.003037502391734166,761.0,0.0024181811692766475,0.24285707393266787,0.1314060446780552,0.040735873850197106,-0.36667726550509183
178,cluster-1,behavioural,2,1,394,under,0.11697347993876978,True,0.0014965928217966114,384.0,0.0010754521697406145,0.34359529183971027,0.2630208333333333,0.20833333333333334,-1.1489371681036564
178,cluster-1,behavioural,2,2,32,a,0.31723348300242127,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.2102589356819067
179,cluster-4,behavioural,3,1,130,with,0.09085185815137642,True,0.009840514459452103,2530.0,0.008632169185440155,0.14636620674600564,0.021343873517786563,0.019367588932806323,-1.2349412199527148
179,cluster-4,behavioural,3,2,32,a,0.12319673025488981,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-1.328260671197336
179,cluster-4,behavioural,3,3,2516,twinkle,0.4883366915042081,True,5.054393045155167e-05,12.0,0.00015227641341460029,-1.1671479973122043,0.16666666666666666,0.16666666666666666,-0.3517895644441813
180,cluster-0,triggered,1,1,1257,gentle,0.45727982306476916,True,2.7903565278397845e-05,6.0,0.00047189826032128737,-2.9660092732583374,1.0,0.6666666666666666,-0.4196454408751187
181,cluster-1,behavioural,3,3,3762,shade,0.7510856383275442,True,0.00011273036839506933,28.0,2.9344933835105264e-05,1.3265338052833044,0.2857142857142857,0.2857142857142857,-0.18204311079978863
182,cluster-0,triggered,11,2,1440,sunny,0.1785763499143635,True,0.0004703743861215638,117.0,0.000782002831389562,-0.5006897567456425,0.49572649572649574,0.24786324786324787,-0.9249289799269033
182,cluster-0,triggered,11,3,210,day,0.10277704853546116,True,0.003870623126474902,970.0,0.0030027005270191497,0.269023402787397,0.06804123711340206,0.042268041237113405,-1.3306319216502718
182,cluster-0,triggered,11,7,385,named,0.09703034789581164,True,0.0015067925250334838,377.0,0.0044104642447843345,-1.0604953766803167,0.27586206896551724,0.14058355437665782,-1.2203462507346032
182,cluster-0,triggered,11,8,317,leo,0.0534877969226662,True,0.003866636902863702,969.0,0.0024594226979097683,0.4675773558495546,0.07120743034055728,0.017543859649122806,-1.3966559856902792
182,cluster-0,triggered,11,9,1758,woke,0.056838071329333606,True,7.573824861279413e-05,18.0,0.0001443453502159232,-0.6828422661213942,0.4444444444444444,0.16666666666666666,-1.5184895870521942
182,cluster-0,triggered,11,11,108,in,0.219253919014117,True,0.005736175776516361,1438.0,0.010290554500283535,-0.5689785066938597,0.3379694019471488,0.09040333796940195,-2.6389320829007508
183,cluster-4,behavioural,4,3,32,a,0.09984116449421446,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-1.2892522103019592
183,cluster-4,behavioural,4,4,1018,group,0.4117850170025295,True,0.0018662374320572933,479.0,0.0006432092254127127,1.07887326822308,0.35281837160751567,0.18789144050104384,-0.3618767755246901
184,cluster-2,behavioural,1,1,1592,quietly,0.38118828206720273,True,0.00025202785489399326,64.0,0.00018003513460997014,0.3365891745927687,0.703125,0.671875,-0.5426805091079725
185,cluster-0,triggered,4,1,3891,timidly,0.27105079356996564,True,3.986223611199696e-05,9.0,3.1724252794708394e-05,0.13913778628151974,1.0,1.0,-0.7527893488057984
185,cluster-0,triggered,4,4,578,stood,0.2704038963596603,True,0.00024315964028318144,60.0,0.0006574851391703315,-0.9950829298539574,0.16666666666666666,0.08333333333333333,-1.0201527548508602
186,cluster-4,behavioural,3,3,1602,green,0.7740654439719764,True,0.0004004634489622942,102.0,0.00021572491900401707,0.6246114719158511,0.17647058823529413,0.058823529411764705,-0.0670096032307046
187,cluster-0,triggered,3,1,1513,beside,0.23116187593477866,True,8.371069583519363e-05,20.0,0.00017844892197023472,-0.7895754655911915,0.95,0.95,-0.8412716771764703
187,cluster-0,triggered,3,3,1440,sunny,0.2313666680460046,True,0.0004703743861215638,117.0,0.000782002831389562,-0.5006897567456425,0.49572649572649574,0.24786324786324787,-0.7835897051178833
188,cluster-1,behavioural,7,1,1513,beside,0.119498184385392,True,0.0003109803266070881,79.0,0.00017844892197023472,0.5585946580149255,0.46835443037974683,0.4430379746835443,-1.1410036878555232
188,cluster-1,behavioural,7,2,32,a,0.15992023394394012,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.1846307708033086
188,cluster-1,behavioural,7,7,819,woman,0.45751662026440404,True,0.00011273036839506933,28.0,5.472433607087198e-05,0.7033452133302696,0.03571428571428571,0.07142857142857142,-0.6963656265877365
189,cluster-0,triggered,4,4,2791,screen,0.9147516762174744,True,1.993111805599848e-05,4.0,3.1724252794708396e-06,1.6307926630592373,0.25,0.25,-0.012335410825394355
190,cluster-1,behavioural,1,1,289,bright,0.3377885026758955,True,0.0023634504822138687,607.0,0.0016694888033215293,0.36170525269533993,0.17792421746293247,0.06260296540362438,-0.6202899138141702
191,cluster-2,behavioural,1,1,130,with,0.36099314560840573,True,0.00956154907951673,2465.0,0.008632169185440155,0.11755409528815353,0.006896551724137931,0.015821501014198783,-0.5780465917009177
192,cluster-2,behavioural,3,1,108,in,0.2008441333862977,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.9141826220342342
192,cluster-2,behavioural,3,3,2039,vast,0.5026840933037461,True,3.1018812910029926e-05,7.0,1.1103488478147939e-05,0.9095089281545548,0.5714285714285714,0.42857142857142855,-0.4224409560615552
193,cluster-2,behavioural,1,1,108,in,0.3448641015244845,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.6072188704139663
194,cluster-4,behavioural,2,1,32,a,0.23075369243963634,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-0.8422188314932846
194,cluster-4,behavioural,2,2,289,bright,0.15355467790704502,True,0.0020645251592133805,530.0,0.0016694888033215293,0.22624698535726306,0.4226415094339623,0.18679245283018867,-1.2120393326060022
195,cluster-1,behavioural,4,2,32,a,0.17369474890517328,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.1846307708033086
195,cluster-1,behavioural,4,4,2259,oak,0.5212548117774938,True,0.00040816167867180315,104.0,0.00019034551676825036,0.7689991835517063,0.07692307692307693,0.038461538461538464,-0.2659732171044269
196,cluster-1,behavioural,2,1,32,a,0.21377723170437918,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-0.8824275376485282
196,cluster-1,behavioural,2,2,855,river,0.40062661853265946,True,0.0005170047929842837,132.0,0.000336277079623909,0.43831567510673697,0.21212121212121213,0.15151515151515152,-0.49847193971089254
197,cluster-1,behavioural,1,1,364,through,0.6321907233300492,True,0.002561700440425887,658.0,0.0019732485238308623,0.2752176852185704,0.25379939209726443,0.06534954407294832,-0.1836936296595102
198,cluster-3,triggered,1,1,14,-,0.3339205092896778,False,0.0013735037926552469,353.0,0.0010572107243836573,0.2746184778671079,0.6430594900849859,0.21529745042492918,-0.6275083101106373
199,cluster-2,behavioural,1,1,108,in,0.6662634100761409,True,0.012492826899514559,3221.0,0.010290554500283535,0.20932355001160996,0.1561626823967712,0.04594846321018317,-0.1435662479904698
